Experiment,Species,subtidal.intertidal,Season,term,X,Organism.ID,estimate,std.error,statistic,p.value,ID,Intercept,umol.L.sec,Temp.C,Chamber.Channel,Run,Location,TC,K,Temp.Cat,Start.time,Stop.Time,rate.type,Volume,AFDW,Blank,Total.Chamber.Vol.mL,Organism.Vol.mL,Ambient.Temp,umol.sec,blank.rate,umol.sec.corr,umol.cm2.hr,ln.rate,conf.low,conf.high,X97.5..
Predation,Hcumingi,intertidal,Cold,E,7944,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_20C_3_O2,210.0061595,-0.02961337,20.84556364,3,3,Tijeretas,20,293.9955636,20,12:16:16,12:30:29,R,1.5,39,0,1500,1.1,NA,-0.02961337,-0.000160707,-0.029452662,2.163869045,1.15179566,Hcumingi1,-17.63563784,26.85934676
Predation,Hcumingi,intertidal,Cold,E,7944,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_20C_3_O2,210.0061595,-0.02961337,20.84556364,3,3,Tijeretas,20,293.9955636,20,12:16:16,12:30:29,R,1.5,39,0,1500,1.1,NA,-0.02961337,-0.000160707,-0.029452662,2.163869045,1.15179566,Hcumingi3,-191.1365889,190.3234796
Predation,Hcumingi,intertidal,Cold,E,7944,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_20C_3_O2,210.0061595,-0.02961337,20.84556364,3,3,Tijeretas,20,293.9955636,20,12:16:16,12:30:29,R,1.5,39,0,1500,1.1,NA,-0.02961337,-0.000160707,-0.029452662,2.163869045,1.15179566,Hcumingi5,-0.853605232,0.622926224
Predation,Hcumingi,intertidal,Cold,E,7944,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_20C_3_O2,210.0061595,-0.02961337,20.84556364,3,3,Tijeretas,20,293.9955636,20,12:16:16,12:30:29,R,1.5,39,0,1500,1.1,NA,-0.02961337,-0.000160707,-0.029452662,2.163869045,1.15179566,Hcumingi6,-284.8255967,284.5411567
Predation,Hcumingi,intertidal,Cold,E,7944,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_20C_3_O2,210.0061595,-0.02961337,20.84556364,3,3,Tijeretas,20,293.9955636,20,12:16:16,12:30:29,R,1.5,39,0,1500,1.1,NA,-0.02961337,-0.000160707,-0.029452662,2.163869045,1.15179566,Hcumingi8,-7.400310612,2.93892653
Predation,Hcumingi,intertidal,Cold,E,7945,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_22C_3_O2,208.5912446,-0.0092581,22.55016176,3,3,Tijeretas,20,295.7001618,22,13:09:48,13:21:36,R,1.5,39,0,1500,1.1,NA,-0.0092581,-0.000400826,-0.008857274,0.650738498,0.501222762,Hcumingi1,-17.63563784,26.85934676
Predation,Hcumingi,intertidal,Cold,E,7945,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_22C_3_O2,208.5912446,-0.0092581,22.55016176,3,3,Tijeretas,20,295.7001618,22,13:09:48,13:21:36,R,1.5,39,0,1500,1.1,NA,-0.0092581,-0.000400826,-0.008857274,0.650738498,0.501222762,Hcumingi3,-191.1365889,190.3234796
Predation,Hcumingi,intertidal,Cold,E,7945,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_22C_3_O2,208.5912446,-0.0092581,22.55016176,3,3,Tijeretas,20,295.7001618,22,13:09:48,13:21:36,R,1.5,39,0,1500,1.1,NA,-0.0092581,-0.000400826,-0.008857274,0.650738498,0.501222762,Hcumingi5,-0.853605232,0.622926224
Predation,Hcumingi,intertidal,Cold,E,7945,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_22C_3_O2,208.5912446,-0.0092581,22.55016176,3,3,Tijeretas,20,295.7001618,22,13:09:48,13:21:36,R,1.5,39,0,1500,1.1,NA,-0.0092581,-0.000400826,-0.008857274,0.650738498,0.501222762,Hcumingi6,-284.8255967,284.5411567
Predation,Hcumingi,intertidal,Cold,E,7945,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_22C_3_O2,208.5912446,-0.0092581,22.55016176,3,3,Tijeretas,20,295.7001618,22,13:09:48,13:21:36,R,1.5,39,0,1500,1.1,NA,-0.0092581,-0.000400826,-0.008857274,0.650738498,0.501222762,Hcumingi8,-7.400310612,2.93892653
Predation,Hcumingi,intertidal,Cold,E,7946,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_24C_3_O2,203.5186048,-0.011597833,24.42013636,3,3,Tijeretas,20,297.5701364,24,13:37:54,13:51:13,R,1.5,39,0,1500,1.1,NA,-0.011597833,-0.000264375,-0.011333458,0.83266222,0.605769675,Hcumingi1,-17.63563784,26.85934676
Predation,Hcumingi,intertidal,Cold,E,7946,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_24C_3_O2,203.5186048,-0.011597833,24.42013636,3,3,Tijeretas,20,297.5701364,24,13:37:54,13:51:13,R,1.5,39,0,1500,1.1,NA,-0.011597833,-0.000264375,-0.011333458,0.83266222,0.605769675,Hcumingi3,-191.1365889,190.3234796
Predation,Hcumingi,intertidal,Cold,E,7946,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_24C_3_O2,203.5186048,-0.011597833,24.42013636,3,3,Tijeretas,20,297.5701364,24,13:37:54,13:51:13,R,1.5,39,0,1500,1.1,NA,-0.011597833,-0.000264375,-0.011333458,0.83266222,0.605769675,Hcumingi5,-0.853605232,0.622926224
Predation,Hcumingi,intertidal,Cold,E,7946,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_24C_3_O2,203.5186048,-0.011597833,24.42013636,3,3,Tijeretas,20,297.5701364,24,13:37:54,13:51:13,R,1.5,39,0,1500,1.1,NA,-0.011597833,-0.000264375,-0.011333458,0.83266222,0.605769675,Hcumingi6,-284.8255967,284.5411567
Predation,Hcumingi,intertidal,Cold,E,7946,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_24C_3_O2,203.5186048,-0.011597833,24.42013636,3,3,Tijeretas,20,297.5701364,24,13:37:54,13:51:13,R,1.5,39,0,1500,1.1,NA,-0.011597833,-0.000264375,-0.011333458,0.83266222,0.605769675,Hcumingi8,-7.400310612,2.93892653
Predation,Hcumingi,intertidal,Cold,E,7947,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_26C_3_O2,196.8007902,-0.013401817,26.0832,3,3,Tijeretas,20,299.2332,26,14:07:23,14:19:57,R,1.5,39,0,1500,1.1,NA,-0.013401817,-0.000529474,-0.012872344,0.945723233,0.66563375,Hcumingi1,-17.63563784,26.85934676
Predation,Hcumingi,intertidal,Cold,E,7947,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_26C_3_O2,196.8007902,-0.013401817,26.0832,3,3,Tijeretas,20,299.2332,26,14:07:23,14:19:57,R,1.5,39,0,1500,1.1,NA,-0.013401817,-0.000529474,-0.012872344,0.945723233,0.66563375,Hcumingi3,-191.1365889,190.3234796
Predation,Hcumingi,intertidal,Cold,E,7947,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_26C_3_O2,196.8007902,-0.013401817,26.0832,3,3,Tijeretas,20,299.2332,26,14:07:23,14:19:57,R,1.5,39,0,1500,1.1,NA,-0.013401817,-0.000529474,-0.012872344,0.945723233,0.66563375,Hcumingi5,-0.853605232,0.622926224
Predation,Hcumingi,intertidal,Cold,E,7947,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_26C_3_O2,196.8007902,-0.013401817,26.0832,3,3,Tijeretas,20,299.2332,26,14:07:23,14:19:57,R,1.5,39,0,1500,1.1,NA,-0.013401817,-0.000529474,-0.012872344,0.945723233,0.66563375,Hcumingi6,-284.8255967,284.5411567
Predation,Hcumingi,intertidal,Cold,E,7947,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_26C_3_O2,196.8007902,-0.013401817,26.0832,3,3,Tijeretas,20,299.2332,26,14:07:23,14:19:57,R,1.5,39,0,1500,1.1,NA,-0.013401817,-0.000529474,-0.012872344,0.945723233,0.66563375,Hcumingi8,-7.400310612,2.93892653
Predation,Hcumingi,intertidal,Cold,E,7948,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_28C_3_O2,186.8203041,-0.026477657,28.07156376,3,3,Tijeretas,20,301.2215638,28,14:35:01,14:47:55,R,1.5,39,0,1500,1.1,NA,-0.026477657,-0.001055781,-0.025421875,1.867729592,1.053520634,Hcumingi1,-17.63563784,26.85934676
Predation,Hcumingi,intertidal,Cold,E,7948,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_28C_3_O2,186.8203041,-0.026477657,28.07156376,3,3,Tijeretas,20,301.2215638,28,14:35:01,14:47:55,R,1.5,39,0,1500,1.1,NA,-0.026477657,-0.001055781,-0.025421875,1.867729592,1.053520634,Hcumingi3,-191.1365889,190.3234796
Predation,Hcumingi,intertidal,Cold,E,7948,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_28C_3_O2,186.8203041,-0.026477657,28.07156376,3,3,Tijeretas,20,301.2215638,28,14:35:01,14:47:55,R,1.5,39,0,1500,1.1,NA,-0.026477657,-0.001055781,-0.025421875,1.867729592,1.053520634,Hcumingi5,-0.853605232,0.622926224
Predation,Hcumingi,intertidal,Cold,E,7948,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_28C_3_O2,186.8203041,-0.026477657,28.07156376,3,3,Tijeretas,20,301.2215638,28,14:35:01,14:47:55,R,1.5,39,0,1500,1.1,NA,-0.026477657,-0.001055781,-0.025421875,1.867729592,1.053520634,Hcumingi6,-284.8255967,284.5411567
Predation,Hcumingi,intertidal,Cold,E,7948,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_28C_3_O2,186.8203041,-0.026477657,28.07156376,3,3,Tijeretas,20,301.2215638,28,14:35:01,14:47:55,R,1.5,39,0,1500,1.1,NA,-0.026477657,-0.001055781,-0.025421875,1.867729592,1.053520634,Hcumingi8,-7.400310612,2.93892653
Predation,Hcumingi,intertidal,Cold,E,7949,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_30C_3_O2,165.843733,-0.014447845,29.96105109,3,3,Tijeretas,20,303.1110511,30,15:03:57,15:15:49,R,1.5,39,0,1500,1.1,NA,-0.014447845,-0.001392418,-0.013055427,0.959174229,0.672523073,Hcumingi1,-17.63563784,26.85934676
Predation,Hcumingi,intertidal,Cold,E,7949,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_30C_3_O2,165.843733,-0.014447845,29.96105109,3,3,Tijeretas,20,303.1110511,30,15:03:57,15:15:49,R,1.5,39,0,1500,1.1,NA,-0.014447845,-0.001392418,-0.013055427,0.959174229,0.672523073,Hcumingi3,-191.1365889,190.3234796
Predation,Hcumingi,intertidal,Cold,E,7949,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_30C_3_O2,165.843733,-0.014447845,29.96105109,3,3,Tijeretas,20,303.1110511,30,15:03:57,15:15:49,R,1.5,39,0,1500,1.1,NA,-0.014447845,-0.001392418,-0.013055427,0.959174229,0.672523073,Hcumingi5,-0.853605232,0.622926224
Predation,Hcumingi,intertidal,Cold,E,7949,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_30C_3_O2,165.843733,-0.014447845,29.96105109,3,3,Tijeretas,20,303.1110511,30,15:03:57,15:15:49,R,1.5,39,0,1500,1.1,NA,-0.014447845,-0.001392418,-0.013055427,0.959174229,0.672523073,Hcumingi6,-284.8255967,284.5411567
Predation,Hcumingi,intertidal,Cold,E,7949,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_30C_3_O2,165.843733,-0.014447845,29.96105109,3,3,Tijeretas,20,303.1110511,30,15:03:57,15:15:49,R,1.5,39,0,1500,1.1,NA,-0.014447845,-0.001392418,-0.013055427,0.959174229,0.672523073,Hcumingi8,-7.400310612,2.93892653
Predation,Hcumingi,intertidal,Cold,E,7950,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_32C_3_O2,145.8052412,-0.032348814,32.06000699,3,3,Tijeretas,20,305.210007,32,15:36:31,15:48:55,R,1.5,39,0,1500,1.1,NA,-0.032348814,-0.002012268,-0.030336546,2.228807461,1.172112862,Hcumingi1,-17.63563784,26.85934676
Predation,Hcumingi,intertidal,Cold,E,7950,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_32C_3_O2,145.8052412,-0.032348814,32.06000699,3,3,Tijeretas,20,305.210007,32,15:36:31,15:48:55,R,1.5,39,0,1500,1.1,NA,-0.032348814,-0.002012268,-0.030336546,2.228807461,1.172112862,Hcumingi3,-191.1365889,190.3234796
Predation,Hcumingi,intertidal,Cold,E,7950,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_32C_3_O2,145.8052412,-0.032348814,32.06000699,3,3,Tijeretas,20,305.210007,32,15:36:31,15:48:55,R,1.5,39,0,1500,1.1,NA,-0.032348814,-0.002012268,-0.030336546,2.228807461,1.172112862,Hcumingi5,-0.853605232,0.622926224
Predation,Hcumingi,intertidal,Cold,E,7950,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_32C_3_O2,145.8052412,-0.032348814,32.06000699,3,3,Tijeretas,20,305.210007,32,15:36:31,15:48:55,R,1.5,39,0,1500,1.1,NA,-0.032348814,-0.002012268,-0.030336546,2.228807461,1.172112862,Hcumingi6,-284.8255967,284.5411567
Predation,Hcumingi,intertidal,Cold,E,7950,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_32C_3_O2,145.8052412,-0.032348814,32.06000699,3,3,Tijeretas,20,305.210007,32,15:36:31,15:48:55,R,1.5,39,0,1500,1.1,NA,-0.032348814,-0.002012268,-0.030336546,2.228807461,1.172112862,Hcumingi8,-7.400310612,2.93892653
Predation,Hcumingi,intertidal,Cold,E,7898,Hcumingi1,4.611854459,9.834636013,0.468940025,0.650263923,Hcumingi_32C_1_O2,171.104164,-0.066689473,32.13676923,1,1,Tijeretas,20,305.2867692,32,15:36:27,15:48:52,R,1.5,49,0,1500,1.1,NA,-0.066689473,-0.002012268,-0.064677205,10.12338861,2.409049973,Hcumingi1,-17.63563784,26.85934676
Predation,Hcumingi,intertidal,Cold,E,7898,Hcumingi1,4.611854459,9.834636013,0.468940025,0.650263923,Hcumingi_32C_1_O2,171.104164,-0.066689473,32.13676923,1,1,Tijeretas,20,305.2867692,32,15:36:27,15:48:52,R,1.5,49,0,1500,1.1,NA,-0.066689473,-0.002012268,-0.064677205,10.12338861,2.409049973,Hcumingi3,-191.1365889,190.3234796
Predation,Hcumingi,intertidal,Cold,E,7898,Hcumingi1,4.611854459,9.834636013,0.468940025,0.650263923,Hcumingi_32C_1_O2,171.104164,-0.066689473,32.13676923,1,1,Tijeretas,20,305.2867692,32,15:36:27,15:48:52,R,1.5,49,0,1500,1.1,NA,-0.066689473,-0.002012268,-0.064677205,10.12338861,2.409049973,Hcumingi5,-0.853605232,0.622926224
Predation,Hcumingi,intertidal,Cold,E,7898,Hcumingi1,4.611854459,9.834636013,0.468940025,0.650263923,Hcumingi_32C_1_O2,171.104164,-0.066689473,32.13676923,1,1,Tijeretas,20,305.2867692,32,15:36:27,15:48:52,R,1.5,49,0,1500,1.1,NA,-0.066689473,-0.002012268,-0.064677205,10.12338861,2.409049973,Hcumingi6,-284.8255967,284.5411567
Predation,Hcumingi,intertidal,Cold,E,7898,Hcumingi1,4.611854459,9.834636013,0.468940025,0.650263923,Hcumingi_32C_1_O2,171.104164,-0.066689473,32.13676923,1,1,Tijeretas,20,305.2867692,32,15:36:27,15:48:52,R,1.5,49,0,1500,1.1,NA,-0.066689473,-0.002012268,-0.064677205,10.12338861,2.409049973,Hcumingi8,-7.400310612,2.93892653
Predation,Hcumingi,intertidal,Cold,E,7899,Hcumingi1,4.611854459,9.834636013,0.468940025,0.650263923,Hcumingi_34C_1_O2,141.084832,-0.041349001,34.04826812,1,1,Tijeretas,20,307.1982681,34,16:07:09,16:19:09,R,1.5,49,0,1500,1.1,NA,-0.041349001,-0.00217556,-0.039173442,6.13149527,1.964520928,Hcumingi1,-17.63563784,26.85934676
Predation,Hcumingi,intertidal,Cold,E,7899,Hcumingi1,4.611854459,9.834636013,0.468940025,0.650263923,Hcumingi_34C_1_O2,141.084832,-0.041349001,34.04826812,1,1,Tijeretas,20,307.1982681,34,16:07:09,16:19:09,R,1.5,49,0,1500,1.1,NA,-0.041349001,-0.00217556,-0.039173442,6.13149527,1.964520928,Hcumingi3,-191.1365889,190.3234796
Predation,Hcumingi,intertidal,Cold,E,7899,Hcumingi1,4.611854459,9.834636013,0.468940025,0.650263923,Hcumingi_34C_1_O2,141.084832,-0.041349001,34.04826812,1,1,Tijeretas,20,307.1982681,34,16:07:09,16:19:09,R,1.5,49,0,1500,1.1,NA,-0.041349001,-0.00217556,-0.039173442,6.13149527,1.964520928,Hcumingi5,-0.853605232,0.622926224
Predation,Hcumingi,intertidal,Cold,E,7899,Hcumingi1,4.611854459,9.834636013,0.468940025,0.650263923,Hcumingi_34C_1_O2,141.084832,-0.041349001,34.04826812,1,1,Tijeretas,20,307.1982681,34,16:07:09,16:19:09,R,1.5,49,0,1500,1.1,NA,-0.041349001,-0.00217556,-0.039173442,6.13149527,1.964520928,Hcumingi6,-284.8255967,284.5411567
Predation,Hcumingi,intertidal,Cold,E,7899,Hcumingi1,4.611854459,9.834636013,0.468940025,0.650263923,Hcumingi_34C_1_O2,141.084832,-0.041349001,34.04826812,1,1,Tijeretas,20,307.1982681,34,16:07:09,16:19:09,R,1.5,49,0,1500,1.1,NA,-0.041349001,-0.00217556,-0.039173442,6.13149527,1.964520928,Hcumingi8,-7.400310612,2.93892653
Predation,Hcumingi,intertidal,Cold,E,7900,Hcumingi1,4.611854459,9.834636013,0.468940025,0.650263923,Hcumingi_36C_1_O2,127.0072171,-0.043297011,35.89698667,1,1,Tijeretas,20,309.0469867,36,16:37:19,16:50:20,R,1.5,49,0,1500,1.1,NA,-0.043297011,-0.001820152,-0.041476859,6.492030104,2.013839803,Hcumingi1,-17.63563784,26.85934676
Predation,Hcumingi,intertidal,Cold,E,7900,Hcumingi1,4.611854459,9.834636013,0.468940025,0.650263923,Hcumingi_36C_1_O2,127.0072171,-0.043297011,35.89698667,1,1,Tijeretas,20,309.0469867,36,16:37:19,16:50:20,R,1.5,49,0,1500,1.1,NA,-0.043297011,-0.001820152,-0.041476859,6.492030104,2.013839803,Hcumingi3,-191.1365889,190.3234796
Predation,Hcumingi,intertidal,Cold,E,7900,Hcumingi1,4.611854459,9.834636013,0.468940025,0.650263923,Hcumingi_36C_1_O2,127.0072171,-0.043297011,35.89698667,1,1,Tijeretas,20,309.0469867,36,16:37:19,16:50:20,R,1.5,49,0,1500,1.1,NA,-0.043297011,-0.001820152,-0.041476859,6.492030104,2.013839803,Hcumingi5,-0.853605232,0.622926224
Predation,Hcumingi,intertidal,Cold,E,7900,Hcumingi1,4.611854459,9.834636013,0.468940025,0.650263923,Hcumingi_36C_1_O2,127.0072171,-0.043297011,35.89698667,1,1,Tijeretas,20,309.0469867,36,16:37:19,16:50:20,R,1.5,49,0,1500,1.1,NA,-0.043297011,-0.001820152,-0.041476859,6.492030104,2.013839803,Hcumingi6,-284.8255967,284.5411567
Predation,Hcumingi,intertidal,Cold,E,7900,Hcumingi1,4.611854459,9.834636013,0.468940025,0.650263923,Hcumingi_36C_1_O2,127.0072171,-0.043297011,35.89698667,1,1,Tijeretas,20,309.0469867,36,16:37:19,16:50:20,R,1.5,49,0,1500,1.1,NA,-0.043297011,-0.001820152,-0.041476859,6.492030104,2.013839803,Hcumingi8,-7.400310612,2.93892653
Predation,Hcumingi,intertidal,Cold,E,7954,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_41C_3_O2,96.62821504,-0.027915818,41.10524324,3,3,Tijeretas,20,314.2552432,41,17:49:24,18:02:13,R,1.5,39,0,1500,1.1,NA,-0.027915818,-0.000344588,-0.027571229,2.025641314,1.107123074,Hcumingi1,-17.63563784,26.85934676
Predation,Hcumingi,intertidal,Cold,E,7954,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_41C_3_O2,96.62821504,-0.027915818,41.10524324,3,3,Tijeretas,20,314.2552432,41,17:49:24,18:02:13,R,1.5,39,0,1500,1.1,NA,-0.027915818,-0.000344588,-0.027571229,2.025641314,1.107123074,Hcumingi3,-191.1365889,190.3234796
Predation,Hcumingi,intertidal,Cold,E,7954,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_41C_3_O2,96.62821504,-0.027915818,41.10524324,3,3,Tijeretas,20,314.2552432,41,17:49:24,18:02:13,R,1.5,39,0,1500,1.1,NA,-0.027915818,-0.000344588,-0.027571229,2.025641314,1.107123074,Hcumingi5,-0.853605232,0.622926224
Predation,Hcumingi,intertidal,Cold,E,7954,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_41C_3_O2,96.62821504,-0.027915818,41.10524324,3,3,Tijeretas,20,314.2552432,41,17:49:24,18:02:13,R,1.5,39,0,1500,1.1,NA,-0.027915818,-0.000344588,-0.027571229,2.025641314,1.107123074,Hcumingi6,-284.8255967,284.5411567
Predation,Hcumingi,intertidal,Cold,E,7954,Hcumingi3,-0.406554674,84.31334364,-0.004821949,0.996257847,Hcumingi_41C_3_O2,96.62821504,-0.027915818,41.10524324,3,3,Tijeretas,20,314.2552432,41,17:49:24,18:02:13,R,1.5,39,0,1500,1.1,NA,-0.027915818,-0.000344588,-0.027571229,2.025641314,1.107123074,Hcumingi8,-7.400310612,2.93892653
Predation,Hcumingi,intertidal,Cold,E,7995,Hcumingi5,-0.115339504,0.326354747,-0.353417577,0.731912513,Hcumingi_18C_5_O2,238.9867743,-0.039683851,18.54766216,5,5,Tijeretas,20,291.6976622,18,11:41:24,11:54:15,R,1.5,100,0,1500,0.94,NA,-0.039683851,0.000134706,-0.039549145,3.650690308,1.537015662,Hcumingi1,-17.63563784,26.85934676
Predation,Hcumingi,intertidal,Cold,E,7995,Hcumingi5,-0.115339504,0.326354747,-0.353417577,0.731912513,Hcumingi_18C_5_O2,238.9867743,-0.039683851,18.54766216,5,5,Tijeretas,20,291.6976622,18,11:41:24,11:54:15,R,1.5,100,0,1500,0.94,NA,-0.039683851,0.000134706,-0.039549145,3.650690308,1.537015662,Hcumingi3,-191.1365889,190.3234796
Predation,Hcumingi,intertidal,Cold,E,7995,Hcumingi5,-0.115339504,0.326354747,-0.353417577,0.731912513,Hcumingi_18C_5_O2,238.9867743,-0.039683851,18.54766216,5,5,Tijeretas,20,291.6976622,18,11:41:24,11:54:15,R,1.5,100,0,1500,0.94,NA,-0.039683851,0.000134706,-0.039549145,3.650690308,1.537015662,Hcumingi5,-0.853605232,0.622926224
